trial,field,is_template_trial,n_rows,n_populated,n_NA,n_flagged,match_rate_vs_template,status
CIMAC-10021,phase,True,154,154,0,0,1.0,OK
CIMAC-10021,race,True,154,154,0,0,1.0,OK
CIMAC-10021,sex,True,154,154,0,0,1.0,OK
CIMAC-10021,treatment,True,154,154,0,0,1.0,OK
CIMAC-9204,Cimac.id,True,65,65,0,0,,POPULATED_FROM_SOURCE
CIMAC-9204,Collection_Event,True,65,65,0,0,,POPULATED_FROM_SOURCE
CIMAC-9204,Collection_Event_alt,True,65,65,0,0,0.9692307692307692,OK
CIMAC-9204,age,True,65,65,0,0,0.9846153846153848,OK
CIMAC-9204,arm,True,65,65,0,0,1.0,OK
CIMAC-9204,bor_bin,True,65,36,29,29,1.0,OK
CIMAC-9204,clinical_benefit,True,65,65,0,0,1.0,OK
CIMAC-9204,clinical_benefit.binary,True,65,65,0,0,1.0,OK
CIMAC-9204,os_stat,True,65,0,65,65,1.0,OK
CIMAC-9204,os_time,True,65,0,65,65,1.0,OK
CIMAC-9204,pfs_bin,True,65,0,65,65,1.0,OK
CIMAC-9204,pfs_stat,True,65,0,65,65,1.0,OK
CIMAC-9204,pfs_time,True,65,0,65,65,1.0,OK
CIMAC-9204,phase,True,65,0,65,65,1.0,OK
CIMAC-9204,race,True,65,65,0,0,0.9692307692307692,OK
CIMAC-9204,sex,True,65,65,0,0,1.0,OK
CIMAC-9204,treatment,True,65,65,0,0,1.0,OK
CIMAC-e4412,Cimac.id,True,167,167,0,0,,POPULATED_FROM_SOURCE
CIMAC-e4412,Collection_Event,True,167,167,0,0,,POPULATED_FROM_SOURCE
CIMAC-e4412,Collection_Event_alt,True,167,167,0,0,1.0,OK
CIMAC-e4412,age,True,167,167,0,0,1.0,OK
CIMAC-e4412,arm,True,167,167,0,0,1.0,OK
CIMAC-e4412,bor_bin,True,167,159,8,8,1.0,OK
CIMAC-e4412,clinical_benefit,True,167,167,0,0,1.0,OK
CIMAC-e4412,clinical_benefit.binary,True,167,167,0,0,1.0,OK
CIMAC-e4412,os_stat,True,167,167,0,0,1.0,OK
CIMAC-e4412,os_time,True,167,167,0,0,0.9520958083832336,OK
CIMAC-e4412,pfs_bin,True,167,74,93,93,1.0,OK
CIMAC-e4412,pfs_stat,True,167,167,0,0,1.0,OK
CIMAC-e4412,pfs_time,True,167,167,0,0,0.934131736526946,MOSTLY_OK
CIMAC-e4412,phase,True,167,0,167,167,1.0,OK
CIMAC-e4412,race,True,167,167,0,0,1.0,OK
CIMAC-e4412,sex,True,167,167,0,0,1.0,OK
CIMAC-e4412,treatment,True,167,167,0,0,1.0,OK
CIMAC-gu16257,Cimac.id,True,196,196,0,0,,POPULATED_FROM_SOURCE
CIMAC-gu16257,Collection_Event,True,196,196,0,0,,POPULATED_FROM_SOURCE
CIMAC-gu16257,Collection_Event_alt,True,196,196,0,0,1.0,OK
CIMAC-gu16257,age,True,196,196,0,0,1.0,OK
CIMAC-gu16257,arm,True,196,196,0,0,1.0,OK
CIMAC-gu16257,bor_bin,True,196,190,6,6,1.0,OK
CIMAC-gu16257,clinical_benefit,True,196,196,0,0,1.0,OK
CIMAC-gu16257,clinical_benefit.binary,True,196,196,0,0,1.0,OK
CIMAC-gu16257,os_stat,True,196,196,0,0,1.0,OK
CIMAC-gu16257,os_time,True,196,196,0,0,1.0,OK
CIMAC-gu16257,pfs_bin,True,196,195,1,1,0.9897959183673468,OK
CIMAC-gu16257,pfs_stat,True,196,193,3,3,1.0,OK
CIMAC-gu16257,pfs_time,True,196,195,1,1,0.979591836734694,OK
CIMAC-gu16257,phase,True,196,193,3,3,1.0,OK
CIMAC-gu16257,race,True,196,196,0,0,1.0,OK
CIMAC-gu16257,sex,True,196,196,0,0,1.0,OK
CIMAC-gu16257,treatment,True,196,196,0,0,1.0,OK
CIMAC-s1400i,Cimac.id,True,561,561,0,0,,POPULATED_FROM_SOURCE
CIMAC-s1400i,Collection_Event,True,561,561,0,0,,POPULATED_FROM_SOURCE
CIMAC-s1400i,Collection_Event_alt,True,561,561,0,0,1.0,OK
CIMAC-s1400i,age,True,561,561,0,0,0.089126559714795,NEEDS_REVIEW
CIMAC-s1400i,arm,True,561,561,0,0,1.0,OK
CIMAC-s1400i,bor_bin,True,561,561,0,0,1.0,OK
CIMAC-s1400i,clinical_benefit,True,561,561,0,0,1.0,OK
CIMAC-s1400i,clinical_benefit.binary,True,561,561,0,0,1.0,OK
CIMAC-s1400i,os_stat,True,561,561,0,0,1.0,OK
CIMAC-s1400i,os_time,True,561,561,0,0,1.0,OK
CIMAC-s1400i,pfs_bin,True,561,557,4,4,1.0,OK
CIMAC-s1400i,pfs_stat,True,561,561,0,0,1.0,OK
CIMAC-s1400i,pfs_time,True,561,561,0,0,1.0,OK
CIMAC-s1400i,phase,True,561,561,0,0,1.0,OK
CIMAC-s1400i,race,True,561,561,0,0,1.0,OK
CIMAC-s1400i,sex,True,561,561,0,0,1.0,OK
CIMAC-s1400i,treatment,True,561,561,0,0,1.0,OK
EAY131_Z1D,Cimac.id,True,63,63,0,0,,POPULATED_FROM_SOURCE
EAY131_Z1D,Collection_Event,True,63,63,0,0,,POPULATED_FROM_SOURCE
EAY131_Z1D,Collection_Event_alt,True,63,63,0,0,1.0,OK
EAY131_Z1D,age,True,63,63,0,0,1.0,OK
EAY131_Z1D,arm,True,63,63,0,0,1.0,OK
EAY131_Z1D,bor_bin,True,63,57,6,6,1.0,OK
EAY131_Z1D,clinical_benefit,True,63,63,0,0,1.0,OK
EAY131_Z1D,clinical_benefit.binary,True,63,63,0,0,1.0,OK
EAY131_Z1D,os_stat,True,63,63,0,0,1.0,OK
EAY131_Z1D,os_time,True,63,63,0,0,1.0,OK
EAY131_Z1D,pfs_bin,True,63,59,4,4,1.0,OK
EAY131_Z1D,pfs_stat,True,63,63,0,0,1.0,OK
EAY131_Z1D,pfs_time,True,63,63,0,0,1.0,OK
EAY131_Z1D,phase,True,63,63,0,0,1.0,OK
EAY131_Z1D,race,True,63,63,0,0,1.0,OK
EAY131_Z1D,sex,True,63,63,0,0,1.0,OK
EAY131_Z1D,treatment,True,63,63,0,0,1.0,OK
